Optimal_Peng (kW),Optimal_Pbatt (kW),P_veh (kW)
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
5.277999891480327,0.13260822811058404,5.410608119590911
11.277999891480327,0.0454935768621052,11.323493468342432
15.277999891480327,0.6608348928720336,15.93883478435236
16.277999891480327,0.6241286478405677,16.902128539320895
23.277999891480327,0.7313007064507211,24.00930059793105
30.277999891480327,0.8994960308180957,31.177495922298423
31.277999891480327,0.5088744202952817,31.78687431177561
37.27799989148033,0.7071748595553018,37.98517475103563
43.27799989148033,2.4135169021452825,45.69151679362561
43.27799989148033,11.68623892203238,54.96423881351271
43.27799989148033,11.19716772991989,54.47516762140022
43.27799989148033,2.260259226895961,45.53825911837629
38.27799989148033,0.9862813365438043,39.26428122802413
31.277999891480327,0.21981704841596894,31.497816939896296
22.277999891480327,0.25570075420170113,22.53370064568203
12.277999891480327,0.48927527429361106,12.767275165773938
13.277999891480327,0.3409107764903041,13.618910667970631
11.277999891480327,0.9404947645185118,12.218494655998839
8.277999891480327,0.5606737867616918,8.838673678242019
5.277999891480327,0.715025026850828,5.993024918331155
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.9916866328802967
6.277999891480327,0.5775779522818105,6.855577843762138
12.277999891480327,0.7856208894817627,13.06362078096209
18.277999891480327,0.9411325928890832,19.21913248436941
24.277999891480327,0.651180352162136,24.929180243642463
27.277999891480327,0.22096115241474124,27.49896104389507
26.277999891480327,0.27648121530276626,26.554481106783093
28.277999891480327,0.4745525766114511,28.75255246809178
20.277999891480327,0.11707056444430464,20.395070455924632
23.277999891480327,0.7092205022814007,23.987220393761728
23.277999891480327,0.78015966954829,24.058159561028617
24.277999891480327,0.8998771449105547,25.177877036390882
18.277999891480327,0.48277638593116734,18.760776277411495
17.277999891480327,0.8455210470988419,18.12352093857917
21.277999891480327,0.15442338365539854,21.432423275135726
11.277999891480327,0.20009651897409952,11.478096410454427
5.277999891480327,0.6392755931189553,5.9172754845992825
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,1.18924439639827
12.277999891480327,0.2845075254373004,12.562507416917628
19.277999891480327,0.6387516074759354,19.916751498956263
26.277999891480327,0.8597261838365178,27.137726075316845
33.27799989148033,0.7131799149379958,33.99117980641832
39.27799989148033,0.9681906139624488,40.246190505442776
43.27799989148033,0.16191936078036662,43.439919252260694
43.27799989148033,2.176650871275605,45.45465076275593
43.27799989148033,12.030382366138774,55.3083822576191
43.27799989148033,2.475090814242847,45.753090705723174
36.27799989148033,0.30926671658995275,36.58726660807028
37.27799989148033,0.1138999069678519,37.39189979844818
23.277999891480327,0.13471296952494782,23.412712861005275
12.277999891480327,0.8610068896583254,13.139006781138653
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
4.277999891480327,0.2307334245340602,4.508733316014387
10.277999891480327,0.9942538567018993,11.272253748182226
15.277999891480327,0.7040816193144401,15.982081510794767
12.277999891480327,0.007630357437479418,12.285630248917807
13.277999891480327,0.6292201571652072,13.907220048645534
16.277999891480327,0.4495788541971315,16.72757874567746
10.277999891480327,0.6470299916326123,10.92502988311294
7.277999891480327,0.8574711680697931,8.13547105955012
7.277999891480327,0.9756016099869029,8.25360150146723
5.277999891480327,0.5501056977857512,5.8281055892660785
4.277999891480327,0.2902561726302384,4.568256064110566
4.277999891480327,0.20976543056203845,4.487765322042366
,,0.7186716678572476
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.09357043198608726
4.277999891480327,0.07872790007228314,4.35672779155261
7.277999891480327,0.43148093834548984,7.709480829825817
10.277999891480327,0.8089473267558809,11.086947218236208
14.277999891480327,0.23960662884335093,14.517606520323678
16.277999891480327,0.17514065054615813,16.453140542026485
15.277999891480327,0.8017531663592834,16.07975305783961
16.277999891480327,0.42267796227330834,16.700677853753636
5.277999891480327,0.5214673509482415,5.799467242428569
9.277999891480327,0.6287441188714382,9.906744010351765
10.277999891480327,0.042814757976502804,10.32081464945683
12.277999891480327,0.9251462341784276,13.203146125658755
20.277999891480327,0.12146794687174278,20.39946783835207
8.277999891480327,0.7948095802240296,9.072809471704357
10.277999891480327,0.9025928661040759,11.180592757584403
9.277999891480327,0.22751926348619556,9.505519154966523
14.277999891480327,0.19666332121656183,14.474663212696889
18.277999891480327,0.14255934505688828,18.420559236537215
22.277999891480327,0.338073354105898,22.616073245586225
13.277999891480327,0.5160061260229796,13.794006017503307
18.277999891480327,0.486101393783148,18.764101285263475
14.277999891480327,0.6771516290129025,14.95515152049323
13.277999891480327,0.3028201292446244,13.580820020724952
21.277999891480327,0.5871220352170248,21.865121926697352
31.277999891480327,0.63379266608516,31.911792557565487
28.277999891480327,0.4226046015235667,28.700604493003894
21.277999891480327,0.4494960515562738,21.7274959430366
21.277999891480327,0.265015375267339,21.543015266747666
20.277999891480327,0.6794049791327232,20.95740487061305
19.277999891480327,0.7074599072419794,19.985459798722307
18.277999891480327,0.3738071196121062,18.651807011092433
18.277999891480327,0.20437722914899936,18.482377120629327
19.277999891480327,0.29650417641558846,19.574504067895916
14.277999891480327,0.19221790406538908,14.470217795545716
8.277999891480327,0.8169353317403001,9.094935223220627
1.2779998914803277,0.89025610417711,2.1682559956574377
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
1.2779998914803277,0.7073472743358229,1.9853471658161506
5.277999891480327,0.8582366428223036,6.136236534302631
9.277999891480327,0.2492454871485439,9.527245378628871
12.277999891480327,0.6061514837397652,12.884151375220092
15.277999891480327,0.9420655069082073,16.220065398388535
19.277999891480327,0.2899340429941759,19.567933934474503
22.277999891480327,0.7075231891446272,22.985523080624954
18.277999891480327,0.5360242622994917,18.81402415377982
,,0.0
13.277999891480327,0.4800533946879568,13.758053286168284
10.277999891480327,0.3258412822071204,10.603841173687448
5.277999891480327,0.661470753864636,5.939470645344963
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
4.277999891480327,0.9746824434828394,5.252682334963167
10.277999891480327,0.31344077599245246,10.59144066747278
15.277999891480327,0.8017492213502742,16.0797491128306
21.277999891480327,0.4983145775702802,21.776314469050607
27.277999891480327,0.4536298357752244,27.73162972725555
33.27799989148033,0.7051534892950002,33.98315338077533
40.27799989148033,0.2709404718050834,40.54894036328541
43.27799989148033,4.141787726625843,47.41978761810617
29.277999891480327,0.5314880560192528,29.80948794749958
30.277999891480327,0.6654357171716576,30.943435608651985
43.27799989148033,4.946056573475644,48.22405646495597
38.27799989148033,0.9980096650670873,39.276009556547415
27.277999891480327,0.9003687331457648,28.178368624626092
37.27799989148033,0.2249277430847627,37.50292763456509
24.277999891480327,0.46425863791913713,24.742258529399464
26.277999891480327,0.8301074213614861,27.108107312841813
25.277999891480327,0.9862002752315142,26.26420016671184
15.277999891480327,0.6839395141956306,15.961939405675958
16.277999891480327,0.7250758454773809,17.003075736957708
14.277999891480327,0.6216802126350363,14.899680104115363
7.277999891480327,0.8824154958804566,8.160415387360784
3.2779998914803277,0.9499790929196572,4.227978984399985
10.277999891480327,0.11381223848034416,10.391812129960671
3.2779998914803277,0.2686904276112063,3.546690319091534
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,1.0694916670976444
,,0.5741761500588394
2.2779998914803277,0.6153639015560186,2.8933637930363463
6.277999891480327,0.301168670383265,6.579168561863592
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,1.2312590738110256
4.277999891480327,0.8603773181766279,5.138377209656955
7.277999891480327,0.15686447388925018,7.434864365369577
5.277999891480327,0.9345333288791569,6.212533220359484
11.277999891480327,0.2829203874234665,11.560920278903794
9.277999891480327,0.36537533046836224,9.64337522194869
9.277999891480327,0.46697411451933313,9.74497400599966
13.277999891480327,0.18157122477449228,13.45957111625482
19.277999891480327,0.5096155974188932,19.78761548889922
21.277999891480327,0.7093808863344755,21.987380777814803
21.277999891480327,0.8882399189020411,22.16623981038237
20.277999891480327,0.37420861386046056,20.652208505340788
19.277999891480327,0.7751704626610803,20.053170354141407
18.277999891480327,0.7096810700880596,18.987680961568387
20.277999891480327,0.09999853622870347,20.37799842770903
20.277999891480327,0.5058351458200754,20.783835037300403
18.277999891480327,0.6683071201219732,18.9463070116023
17.277999891480327,0.45049284106232435,17.72849273254265
13.277999891480327,0.8316671866275858,14.109667078107913
9.277999891480327,0.8697997820924019,10.14779967357273
7.277999891480327,0.7780420188131938,8.056041910293521
6.277999891480327,0.6308167227429227,6.90881661422325
5.277999891480327,0.44325841056490045,5.721258302045228
4.277999891480327,0.23026120132122063,4.508261092801548
3.2779998914803277,0.0070601410187931535,3.285060032499121
7.277999891480327,0.9689611594172263,8.246961050897553
2.2779998914803277,0.6415347575761743,2.919534649056502
1.2779998914803277,0.418160667231662,1.6961605587119897
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
3.2779998914803277,0.07031351237321504,3.3483134038535427
6.277999891480327,0.41824853593295686,6.696248427413284
9.277999891480327,0.7740138327245205,10.052013724204848
11.277999891480327,0.9123060225180843,12.190305913998412
4.277999891480327,0.7088683142231016,4.986868205703429
3.2779998914803277,0.9989887077195552,4.276988599199883
1.2779998914803277,0.6862893784914412,1.964289269971769
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,1.2241922815997726
,,0.0
,,0.0
,,0.0
,,0.0
,,1.0609850119611908
1.2779998914803277,0.9891360741278179,2.2671359656081456
4.277999891480327,0.6532188281952713,4.9312187196755985
6.277999891480327,0.8503453105004883,7.128345201980816
10.277999891480327,0.11595542996035313,10.39395532144068
9.277999891480327,0.6974201063082699,9.975419997788597
13.277999891480327,0.42958329587964883,13.707583187359976
13.277999891480327,0.1185308725701848,13.396530764050512
8.277999891480327,0.06221734424083536,8.340217235721163
8.277999891480327,0.8520062353545104,9.130006126834838
12.277999891480327,0.3509376697557478,12.628937561236075
13.277999891480327,0.2895822464511273,13.567582137931455
14.277999891480327,0.19718849450241116,14.475188385982738
12.277999891480327,0.14507830792220844,12.423078199402536
11.277999891480327,0.7406979761860608,12.018697867666388
12.277999891480327,0.1471558374928037,12.425155728973131
14.277999891480327,0.3968348568331752,14.674834748313502
22.277999891480327,0.889337064942346,23.167336956422673
28.277999891480327,0.4520747729942798,28.730074664474607
24.277999891480327,0.31338820028383196,24.59138809176416
20.277999891480327,0.40292717678033085,20.680927068260658
20.277999891480327,0.47382645912092514,20.751826350601252
4.277999891480327,0.676950788993361,4.954950680473688
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
2.2779998914803277,0.17446387160181098,2.4524637630821386
6.277999891480327,0.11182736446505803,6.389827255945385
13.277999891480327,0.20953051102935305,13.48753040250968
13.277999891480327,0.541883176952668,13.819883068432995
15.277999891480327,0.9259807562571538,16.20398064773748
13.277999891480327,0.08266483419471804,13.360664725675045
12.277999891480327,0.711309753000684,12.989309644481011
20.277999891480327,0.35951230641537535,20.637512197895703
21.277999891480327,0.3827002888044504,21.660700180284778
16.277999891480327,0.2482005326575809,16.526200424137908
14.277999891480327,0.494077084304843,14.77207697578517
13.277999891480327,0.264227465230082,13.54222735671041
13.277999891480327,0.8060331153202682,14.084033006800595
9.277999891480327,0.014521688635214858,9.292521580115542
2.2779998914803277,0.7900172261207463,3.068017117601074
2.2779998914803277,0.6758889672066672,2.953888858686995
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.4025285967878021
1.2779998914803277,0.3394897846574807,1.6174896761378084
,,0.7662650517474515
3.2779998914803277,0.49164818257361187,3.7696480740539395
7.277999891480327,0.350942745972743,7.62894263745307
6.277999891480327,0.5212047361141652,6.799204627594492
8.277999891480327,0.6005086336418444,8.878508525122172
3.2779998914803277,0.1679610222574892,3.445960913737817
8.277999891480327,0.5507508540329251,8.828750745513252
,,0.0
,,0.0
,,0.0
10.277999891480327,0.7155380334801205,10.993537924960448
6.277999891480327,0.6095384965715667,6.887538388051894
6.277999891480327,0.8812034408657645,7.159203332346092
12.277999891480327,0.5768482458810773,12.854848137361405
10.277999891480327,0.5767648683229023,10.85476475980323
2.2779998914803277,0.5706289087260425,2.84862880020637
,,0.21028120026627062
10.277999891480327,0.03009312160404498,10.308093013084372
11.277999891480327,0.35878417003297436,11.636784061513302
8.277999891480327,0.7347648403542362,9.012764731834563
,,0.0
,,0.3999163001713908
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.27798625471412214
,,0.0
,,0.24654310813759064
4.277999891480327,0.7651864031067257,5.043186294587053
11.277999891480327,0.574784628696456,11.852784520176783
16.277999891480327,0.5645097912537693,16.842509682734097
20.277999891480327,0.8164072600353656,21.094407151515693
15.277999891480327,0.6862321284173163,15.964232019897644
21.277999891480327,0.3647944813873423,21.64279437286767
24.277999891480327,0.27844611068730174,24.55644600216763
23.277999891480327,0.506193935354915,23.784193826835242
28.277999891480327,0.529758964332796,28.807758855813123
27.277999891480327,0.9540646081031028,28.23206449958343
27.277999891480327,0.6330242824477388,27.911024173928066
24.277999891480327,0.4626080902867855,24.740607981767113
25.277999891480327,0.028120941442164593,25.306120832922492
20.277999891480327,0.6710964981372491,20.949096389617576
19.277999891480327,0.17207698636105917,19.450076877841386
16.277999891480327,0.1932071408606042,16.47120703234093
16.277999891480327,0.4338045112401012,16.71180440272043
14.277999891480327,0.1834068119019978,14.461406703382325
9.277999891480327,0.3474601884997437,9.625460079980071
4.277999891480327,0.3789539246189104,4.656953816099238
5.277999891480327,0.10202678451869396,5.380026675999021
2.2779998914803277,0.4124679195612049,2.6904678110415325
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
2.2779998914803277,0.6872706806746534,2.965270572154981
6.277999891480327,0.6621340983753665,6.940133989855694
10.277999891480327,0.2057258655523615,10.483725757032689
13.277999891480327,0.6587428375195135,13.93674272899984
14.277999891480327,0.06321473997823723,14.341214631458564
6.277999891480327,0.9873193364055721,7.265319227885899
1.2779998914803277,0.2638927497306436,1.5418926412109712
2.2779998914803277,0.7386899380710119,3.0166898295513396
3.2779998914803277,0.6286610634704335,3.906660954950761
4.277999891480327,0.7062238096724691,4.984223701152796
4.277999891480327,0.10179424882605215,4.379794140306379
10.277999891480327,0.6461520147876545,10.924151906267982
8.277999891480327,0.5037924244779592,8.781792315958286
3.2779998914803277,0.8993070468489308,4.1773069383292585
,,0.0
,,0.0
2.2779998914803277,0.30096316281510127,2.578963054295429
,,0.0
,,0.0
,,0.0
,,0.0
,,0.4891721105224096
4.277999891480327,0.037713128793765094,4.315713020274092
5.277999891480327,0.6020438470876757,5.880043738568003
5.277999891480327,0.9782673815722118,6.256267273052539
1.2779998914803277,0.7221754766687227,2.0001753681490504
8.277999891480327,0.5466403499269301,8.824640241407257
10.277999891480327,0.8984686782824944,11.176468569762822
12.277999891480327,0.04492314090821736,12.322923032388545
13.277999891480327,0.06794528044459902,13.345945171924926
13.277999891480327,0.9522415096321559,14.230241401112483
14.277999891480327,0.6846420182827657,14.962641909763093
16.277999891480327,0.4197471415144918,16.69774703299482
20.277999891480327,0.44657485090432303,20.72457474238465
22.277999891480327,0.20740008152212397,22.48539997300245
35.27799989148033,0.4785719644845514,35.75657185596488
30.277999891480327,0.29950953307004013,30.577509424550367
30.277999891480327,0.8229743913064382,31.100974282786765
31.277999891480327,0.011409517822084325,31.28940940930241
16.277999891480327,0.7027880374240993,16.980787928904427
23.277999891480327,0.6798138799724533,23.95781377145278
19.277999891480327,0.5689009096954969,19.846900801175824
16.277999891480327,0.4485460473107743,16.7265459387911
8.277999891480327,0.8289861322224148,9.106986023702742
5.277999891480327,0.21820951166042857,5.496209403140756
5.277999891480327,0.6871988827341129,5.96519877421444
2.2779998914803277,0.06232405897954596,2.3403239504598736
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
6.277999891480327,0.8504088598670592,7.128408751347386
15.277999891480327,0.08671362812990857,15.364713519610236
15.277999891480327,0.5397676125633808,15.817767504043708
13.277999891480327,0.9976020054475345,14.275601896927862
15.277999891480327,0.8937700527414769,16.171769944221804
16.277999891480327,0.9055783252574017,17.18357821673773
17.277999891480327,0.8708116347601589,18.148811526240486
20.277999891480327,0.8582846259382215,21.13628451741855
24.277999891480327,0.09830168301764886,24.376301574497976
25.277999891480327,0.317017093902102,25.59501698538243
21.277999891480327,0.7340888901611393,22.012088781641467
15.277999891480327,0.24783082041952476,15.525830711899852
17.277999891480327,0.24033003724589008,17.518329928726217
16.277999891480327,0.9352722530302913,17.21327214451062
16.277999891480327,0.4580199726335543,16.73601986411388
20.277999891480327,0.4935442126374312,20.77154410411776
16.277999891480327,0.38417853004192537,16.662178421522253
20.277999891480327,0.2572571304322082,20.535257021912535
12.277999891480327,0.08212651397026782,12.360126405450595
10.277999891480327,0.6857223729131903,10.963722264393517
9.277999891480327,0.18342393340901886,9.461423824889346
5.277999891480327,0.22968304306059117,5.507682934540918
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.13274198729663456
,,0.0
,,0.0
,,0.0
,,0.0
,,0.5203128549716813
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
9.277999891480327,0.18568953913382558,9.463689430614153
11.277999891480327,0.9429471528980251,12.220947044378352
11.277999891480327,0.3211251377178055,11.599125029198133
11.277999891480327,0.7056383183535431,11.98363820983387
8.277999891480327,0.4742176885447744,8.752217580025102
14.277999891480327,0.2414863184286382,14.519486209908965
13.277999891480327,0.09680019225196546,13.374800083732293
14.277999891480327,0.04758162340994687,14.325581514890274
11.277999891480327,0.337526276609708,11.615526168090035
11.277999891480327,0.800349729562571,12.078349621042898
9.277999891480327,0.8289071912269588,10.106907082707286
12.277999891480327,0.08058088949442421,12.358580780974751
14.277999891480327,0.23518451902362258,14.51318441050395
15.277999891480327,0.21882949179823008,15.496829383278557
14.277999891480327,0.9823167042535683,15.260316595733896
12.277999891480327,0.3695812804510492,12.647581171931376
12.277999891480327,0.832621155214607,13.110621046694934
13.277999891480327,0.2073171447466855,13.485317036227013
9.277999891480327,0.15190969024451384,9.429909581724841
8.277999891480327,0.15264011395525579,8.430640005435583
10.277999891480327,0.24194972333638987,10.519949614816717
12.277999891480327,0.38745598861312835,12.665455880093456
7.277999891480327,0.048604868077489094,7.326604759557816
3.2779998914803277,0.7211126966994104,3.999112588179738
,,0.0
,,0.0
,,0.0
,,0.0
,,1.1259173159283995
,,1.1100538638358068
