We (rad/s),Te (Nm),Fuel Consumption (g/s)
213.104701668508,89.6252929278861,0.891665035323574
200.852490319507,88.4993603089477,0.833502267985209
166.29497113002,85.4586690537354,0.676324694681074
132.156330961011,82.195313426754,0.52751383759416
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.557513160617,61.2017974986289,0.344348728592293
151.005886882549,84.1153771358871,0.609382342307813
211.010306566114,89.466934310745,0.88187547930551
243.682870163448,91.6486131051057,1.03527414080416
246.615023306799,91.8518438680236,1.04949754033978
278.868707883654,94.0177576212664,1.21042087090596
217.084052363055,89.8697366513388,0.909875840568196
263.265464370825,93.0052141885465,1.1312943792451
275.622395474945,93.8280591842176,1.19407695098328
295.309709437441,95.1351833228271,1.29732186043037
247.452781347756,91.8993452428582,1.0534716221034
247.662220857995,91.9534115862806,1.05485687973548
280.544223965569,94.1653495687077,1.21939636814767
192.370190154815,87.6648725055942,0.793516430857874
136.030961900438,82.5493083900951,0.543921928632736
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.557513160617,61.0401809853979,0.343720029231777
162.001461170114,85.163668568263,0.657871938344495
232.792015631004,90.9379615749829,0.983380329963889
297.927703315432,95.3051039587334,1.31153030031396
355.837727896604,99.2241061127512,1.6531287776515
391.651884147528,100.908361437356,1.88898068090347
418.879020478639,102.108146622489,2.07498933792745
418.879020478639,127.66901821645,2.47086432237967
418.879020478639,109.805291280866,2.19369285055613
383.797902513553,100.606083870519,1.83638998929195
400.553063332699,101.251567652405,1.94880377695476
294.576671151603,95.0812268370955,1.29327908604378
207.449834892046,89.1610064932869,0.865064344051661
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,48.8717670822975,0.295101858479606
123.988190061677,80.7091024289943,0.489587943047557
105.557513160617,64.8077993316083,0.358376323923298
115.296450386745,79.0811226924854,0.449963045207774
151.320046147908,84.1400534394565,0.610728446023637
105.766952670856,74.3928581725724,0.396402508766438
105.452793405497,57.1083718696881,0.327900013130369
105.557513160617,66.4621185046727,0.364811739373129
105.348073650378,50.8823655902306,0.303034108676433
105.243353895258,45.0602858320538,0.280061157453531
105.348073650378,49.3365946249211,0.296935704646267
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,49.3761521133949,0.297091767577028
109.851023120523,78.0301385700414,0.425544644382828
132.679929736609,82.2573629300195,0.529794796292514
136.345121165797,82.6048205202112,0.545391455202147
144.72270157537,83.4517707805687,0.581672550487507
0,0,0
105.452793405497,60.3545321783349,0.340719581753962
105.557513160617,61.876279244671,0.346972509008902
114.458692345788,78.969956866231,0.446392017537768
177.918863948302,86.384804754252,0.727608274900341
105.243353895258,47.1641713971817,0.28820431859368
105.557513160617,64.3668458389224,0.356660984485969
105.348073650378,48.7288993870031,0.294538214221616
122.312673979763,80.3805790778675,0.48180182092246
159.697626557481,84.9367977200655,0.647609721479886
198.967534727354,88.3344217435248,0.824723654321794
118.647482550575,79.709279247909,0.465118505743811
168.284646477293,85.6382407313898,0.685178200018811
134.250726063404,82.4219371430413,0.536545178062624
124.407069082156,80.8537008159877,0.491827333716772
206.402637340849,89.0597763233826,0.860062090613158
295.938027968159,95.1719942709583,1.30068488474622
274.784637433987,93.778499826792,1.18986044539202
218.235969669371,89.9566099842226,0.915292742398585
220.120925261525,90.0731702741977,0.92396221101224
218.65484868985,89.9782652729563,0.917183097534539
213.314141178747,89.6094580913135,0.892392589093647
204.412961993576,88.8643559036103,0.850555964549374
205.564879299892,88.9623075757894,0.855939188647645
217.817090648892,89.9401817359147,0.913445684767812
173.520634233276,86.0021842792801,0.707899563244629
121.893794959284,80.3464044924583,0.480077143124386
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.557513160617,63.345776138559,0.352688953071439
123.464591286079,80.6585056567794,0.487387403937715
157.498511699968,84.80774675538,0.638368740584551
191.427712358738,87.6151360034159,0.789414048392311
164.095856272507,85.2759919956455,0.666667459528228
0,0,0
117.705004754498,79.5023353984266,0.460708955419776
105.557513160617,62.316113655171,0.348683495139502
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.557513160617,67.1736946640087,0.367579819610656
149.958689331353,84.0126838513502,0.604786521277772
206.716796606208,89.081842656221,0.861497728064566
263.474903881064,93.0027430079942,1.13219020798511
319.395253114962,96.7598047606068,1.43152102531198
375.315602348861,100.278508111901,1.77977275311597
264.7315409425,93.0864145691576,1.13854048349499
274.679917678868,93.7435534873165,1.18903794128226
403.17105721069,101.368522069881,1.96667923316375
348.193185772869,98.6960615287088,1.60448889695425
266.092897759055,93.1581131573355,1.14524013601679
341.281681934971,98.2255016272291,1.5608537097317
244.834787469765,91.7577531982054,1.04112525299825
267.035375555132,93.2531051686459,1.15033603204198
263.893782901543,93.0089953543257,1.13409233620861
174.986710804951,86.1627248957935,0.714671262924085
186.296444357875,87.0822099799115,0.765311956743103
168.494085987533,85.6466103241727,0.686045281841478
105.766952670856,75.5476803654157,0.400904082132379
105.138634140138,39.8249794959156,0.259562149288969
126.396744429429,81.1471937107534,0.500692536400902
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,50.6216742335014,0.302005624343252
105.243353895258,47.6965834151257,0.290265037544811
105.348073650378,51.4372787378658,0.305223362228141
108.280226793728,77.7937928738994,0.41884611673635
158.336269740926,84.8364435500244,0.641767329068993
184.097329500362,86.8623029266621,0.75510329929119
192.789069175294,87.6946650480222,0.795396299470036
186.296444357875,87.0832597878389,0.765319277882218
184.62092827596,86.9006708833519,0.757433970561844
178.128303458541,86.4053796063622,0.728565638073015
191.741871624097,87.6038896775787,0.790581436694212
197.396738400559,88.1905880500959,0.817378653325707
184.411488765721,86.8779454806136,0.756450586001902
175.091430560071,86.1552645047129,0.715031575688869
142.942465738336,83.2613941171651,0.573864558183233
106.290551446455,77.3475844325256,0.409825460971242
105.452793405497,59.0851524138478,0.33570661275274
105.348073650378,49.0153743525929,0.295668420522486
105.138634140138,38.4229048636377,0.254140794044161
0,0,0
0,0,0
105.557513160617,62.564554268672,0.349649946226161
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.452793405497,56.2395018729839,0.324468716617359
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.452793405497,55.7274033884826,0.322446363732748
105.348073650378,51.4705990363193,0.305354818082168
112.364297243395,78.4988964974188,0.436694587774494
111.002940426839,78.2385522163754,0.430617909594938
105.138634140138,39.3207636857789,0.257612514823107
105.243353895258,47.1503348838988,0.288150763895103
107.337748997651,77.5739752707095,0.414531548467586
117.286125734019,79.4520752584569,0.45893413406097
126.710903694788,81.2752490579571,0.502477983694406
109.746303365403,78.0334687644638,0.425174428574626
107.023589732292,77.5611539621302,0.413335208180389
112.364297243395,78.4928753824281,0.436669649977881
134.250726063404,82.3743742821617,0.536309789448542
210.486707790516,89.4525117544311,0.879630193332019
258.971954410919,92.7087804623688,1.10993076686174
230.174021753012,90.757649328408,0.971021772718087
199.176974237593,88.3466978645821,0.825652819242999
201.376089095106,88.560314330891,0.836058939564877
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.243353895258,42.7625885525708,0.271167841434713
105.662232915737,70.7557432021185,0.381869855398647
126.396744429429,81.1761116938365,0.500827293633377
115.296450386745,79.1008988395772,0.450047094157007
115.715329407224,79.1504523246111,0.451809775149479
178.65190223414,86.4195450533591,0.730711192946639
193.731546971371,87.8286956094881,0.800115160525735
156.97491292437,84.7634434284354,0.636091480431072
143.361344758814,83.3336790512581,0.575844721431376
133.622407532686,82.2827522702889,0.533481406327873
139.800873084746,82.9485423052941,0.560265353063468
105.662232915737,69.3129332577678,0.376251692507178
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,52.1718238740201,0.308121303203353
0,0,0
0,0,0
105.766952670856,74.128393991867,0.395371609880457
105.452793405497,56.4861791626921,0.325442881828755
0,0,0
0,0,0
105.348073650378,51.1595474875298,0.304127651793437
105.557513160617,65.6164219777413,0.361521921674165
105.243353895258,43.1595584291548,0.272704326938672
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.766952670856,74.6975271454077,0.397590128594013
150.272848596712,84.0611741327152,0.606262324933345
131.213853164934,82.07391639175,0.523367143294334
178.4424627239,86.3924560358199,0.729709799467672
206.716796606208,89.103136906236,0.861662410082133
207.868713912525,89.19388113027,0.867008217440226
250.070775225748,92.1040318212806,1.06643636414968
252.060450573021,92.2507136172034,1.07623243422282
253.945406165175,92.3426795899209,1.08508613612869
232.163697100286,90.9107882940431,0.980551021134433
239.179920693303,91.3757946688002,1.0138693441858
205.146000279413,88.9155953446874,0.853895536805522
193.83626672649,87.8015511859261,0.800335109785203
168.389366232413,85.6236311746231,0.685493268731909
171.845118151362,85.8741678004381,0.700538841833129
151.843644923507,84.2201825853068,0.613191361648538
106.499990956694,77.3954136850944,0.410775290897154
0,0,0
105.138634140138,41.3261223748413,0.265366568420815
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.662232915737,68.738641789694,0.374015456870287
109.432144100044,77.9404202527092,0.423648025444064
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.557513160617,64.6497797805673,0.35776161699328
105.243353895258,45.4449247463412,0.281549915545573
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.138634140138,41.0040388590572,0.26412117882645
105.557513160617,65.1435494845067,0.35968241512772
105.766952670856,77.0306423999829,0.406684766326777
117.286125734019,79.4435436079918,0.45889724746599
127.339222225506,81.3977992436711,0.50543075469614
136.554560676036,82.6126484659936,0.546224974843751
155.508836352695,84.5602599968304,0.629253032411026
194.988184032807,87.9426127534559,0.805948810529701
212.895262158268,89.5809087303051,0.890457541420294
321.594367972475,96.9067133805183,1.44439514087056
288.188766089304,94.6613585386657,1.25871678936881
295.100269927201,95.1381126602754,1.2963691514446
300.231537928065,95.4642321758209,1.32416897899057
181.374615867251,86.645509710544,0.742911205767571
244.101749183927,91.6826952100458,1.03734949605183
211.010306566114,89.4680118464733,0.881883985803604
184.935087541319,86.9559479547208,0.759056405579532
112.469016998515,78.5558010392314,0.43731599028566
105.348073650378,50.5763954813535,0.301826989777863
105.452793405497,55.1483140461602,0.320159454012572
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
131.528012430293,82.0842299910307,0.52460222732327
135.926242145318,82.5355245283235,0.543456020076916
123.988190061677,80.7664614630777,0.489850132677558
142.314147207618,83.2160633579479,0.571229367786825
153.414441250302,84.3711947007123,0.620093505907357
164.200576027627,85.2820575970282,0.667110461072596
192.370190154815,87.7090798611661,0.793834714773762
221.796441343439,90.197533931122,0.931854683534593
235.095850243636,91.0907499128406,0.994233581572615
207.868713912525,89.1859585771838,0.866946607697482
151.215326392789,84.1576019384131,0.610423248675404
171.216799620644,85.8304972972462,0.697810508537271
170.483761334806,85.7921841939052,0.694710689304516
167.656327946575,85.5977502197017,0.682481220183986
205.146000279413,88.9631578800612,0.854260588203141
171.112079865524,85.8691758413555,0.697650336753351
206.507357095969,89.0564624878488,0.860458149910047
133.098808757088,82.2740085105099,0.531459380833358
120.11355912225,80.0141003582668,0.471930761726848
106.395271201574,77.4172285640232,0.410479601257659
105.243353895258,42.0874422456239,0.268554664529194
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.138634140138,41.2575413183425,0.265101388335686
105.662232915737,69.4798815463206,0.376901773055357
105.557513160617,64.6883437647348,0.357911633546047
105.662232915737,69.284208494863,0.376139841048398
105.243353895258,41.474329863087,0.266181592052833
124.616508592395,80.8860489181556,0.492765162232547
116.029488672583,79.2183962580333,0.453264435834015
126.815623449908,81.2863387562007,0.502926070329454
105.766952670856,74.99262503243,0.398740439695408
110.060462630762,78.14763469746,0.426788656658925
105.557513160617,65.3392241185368,0.360443602922361
116.97196646866,79.4194020990698,0.457625692680697
139.172554554028,82.9310001451608,0.557785110362019
150.79644737231,84.099544395735,0.608488688904454
150.482288106951,84.0601322965258,0.60706183802151
127.025062960147,81.2684317713924,0.503634768968326
132.36577047125,82.178083598399,0.528220734445798
137.497038472113,82.698978577672,0.550236289865653
105.662232915737,71.8357870490206,0.386075442063462
105.557513160617,63.2379259013677,0.352269408225444
111.840698467797,78.4116346239992,0.434407363039716
132.36577047125,82.1963217141256,0.528309735972323
105.452793405497,55.5821984924762,0.321872928057413
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,50.68485867097,0.302254900747551
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,53.7662105470801,0.3144115068175
105.452793405497,57.0711251257272,0.327752920212949
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.452793405497,56.6082814813214,0.325925081998783
144.199102799772,83.4045152826643,0.579419931243629
204.936560769174,88.9082846153537,0.852997283257374
207.659274402285,89.1797781786946,0.86605428765907
161.792021659874,85.1045295717715,0.656703275716559
196.768419869841,88.1022684187048,0.814218668419815
192.684349420174,87.7074267526623,0.795071988216185
189.961635787063,87.4532586828087,0.782438621922772
208.078153422764,89.2529333911201,0.868312265696126
262.008827309389,92.9199789671117,1.12493720062214
305.153366418689,95.7999068826137,1.35121230058792
270.700566984321,93.4761093120262,1.16873357555544
218.55012893473,89.9579422009963,0.91658849036416
186.191724602755,87.0998189037348,0.765020733477429
158.126830230686,84.8373580774416,0.640964620252533
137.915917492592,82.781225448748,0.552244050453463
127.234502470387,81.3212059908638,0.50467475052623
0,0,0
105.348073650378,50.6089496098349,0.301955422924031
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
115.087010876506,79.0325001079294,0.448981271872391
172.47343668208,85.9526327207808,0.70349386735535
220.120925261525,90.104128250906,0.924217280112979
171.007360110404,85.8523170283295,0.697134367440286
190.485234562661,87.4747920993987,0.784669154875165
233.629773671961,90.9886467906172,0.98728123280921
211.115026321234,89.4514617635302,0.882179614375667
209.753669504678,89.3602563076265,0.875922279565595
205.146000279413,88.9201178824935,0.853930248133123
215.199096770901,89.7281902310576,0.901033069932581
234.153372447559,91.0416127701511,0.989907628549361
183.783170235003,86.820973201481,0.753579643647329
214.361338729944,89.672421559252,0.897166710510821
206.821516361328,89.0859317992087,0.86195111540945
195.825942073764,88.0389140345448,0.809993009559086
113.620934304831,78.7792055031889,0.442494553984091
105.348073650378,53.7963376137493,0.314530364674787
105.243353895258,43.3221658818615,0.273333704653852
111.840698467797,78.4377740206684,0.434515119725284
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.138634140138,38.8910720074241,0.255951040333468
105.452793405497,57.6164519682751,0.329906496812881
0,0,0
0,0,0
0,0,0
105.452793405497,60.6091494531482,0.341725103144426
105.452793405497,55.8112877828207,0.322777635650158
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.243353895258,46.8804354001567,0.287106108698935
105.138634140138,39.8078852726815,0.259496051625797
105.243353895258,43.2777193130307,0.27316167268685
105.452793405497,56.0911294507893,0.323882771911207
105.452793405497,58.090773914704,0.331779664544531
105.662232915737,68.912149403799,0.374691078800097
118.019164019857,79.5662926460825,0.462155347346036
105.662232915737,67.5705976208107,0.36946720543155
123.359871530959,80.6317280327617,0.486871772122511
105.662232915737,70.1067857204332,0.379342877499707
105.557513160617,63.4956202460787,0.353271856963444
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
